"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","40591","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_self_healing_1","",""
"Build and deploy two units of PostgreSQL in GCP and then test PITR backup and restore actions.","0","test_pitr_backup_gcp","tests.integration","2026-08-27","skipped","2026-08-27","","test_backups_pitr_gcp","",""
"Remove unit with force while storage is alive.","97191","test_app_force_removal","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_smoke","",""
"Completely cut and restore network.","0","test_network_cut","tests.integration.ha_tests","2026-08-27","skipped","2026-08-27","","test_self_healing_1","",""
"","154972","test_legacy_and_modern_endpoints_simultaneously","tests.integration.relations","2026-08-27","passed","2026-08-27","","test_relations","",""
"","55","test_exporter_is_up[0]","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"Test that passwords don't get exposed on postgresql logs.","910","test_no_password_exposed_on_logs","tests.integration","2026-08-27","passed","2026-08-27","","test_password_rotation","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","1652815","test_pitr_backup_ceph","tests.integration","2026-08-27","passed","2026-08-27","","test_backups_pitr_ceph","",""
"Tests that the cluster maintains a primary after the primary is deleted.","61246","test_cluster_is_stable_after_leader_deletion","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"","80810","test_interruption_db_process[SIGTERM-postgres]","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_self_healing_1","",""
"Test application deploy in dirty environment with garbage storage from another application.","586505","test_app_resources_conflicts","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_smoke","",""
"Test charm deploy in dirty environment with garbage storage.","107273","test_app_garbage_ignorance","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_smoke","",""
"","77800","test_roles_blocking","tests.integration","2026-08-27","passed","2026-08-27","","test_db","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-08-27","skipped","2026-08-27","","test_upgrade_to_primary_label","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration","2026-08-27","skipped","2026-08-27","","test_wrong_arch","",""
"Build the charm and deploy it.","202132","test_deploy_active","tests.integration","2026-08-27","passed","2026-08-27","","test_password_rotation","",""
"Test that the charm can be deployed with a storage with more restrictive permissions.","74724","test_storage_with_more_restrictive_permissions","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"Redeploy the charm in the same model to test that it works after a forceful removal.","0","test_redeploy_charm_same_model_after_forcing_removal","tests.integration","2026-08-27","skipped","2026-08-27","","test_charm","",""
"","38909","test_constant","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_synchronous_policy","",""
"Build the charm-under-test and deploy it.

    Assert on the unit status before any relations/configurations take place.
    ","153746","test_build_and_deploy","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"","289633","test_upgrade_from_edge","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_upgrade","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","0","test_deploy_stable","tests.integration.ha_tests","2026-08-27","skipped","2026-08-27","","test_rollback_to_master_label","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","149044","test_plugin_objects","tests.integration","2026-08-27","passed","2026-08-27","","test_plugins","",""
"","57","test_exporter_is_up[1]","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"Trust existing blocked deployment.

    Assert on the application status recovering to active.
    ","131950","test_trust_blocked_deployment","tests.integration","2026-08-27","passed","2026-08-27","","test_trust","",""
"Test the audit plugin.","136819","test_audit_plugin","tests.integration","2026-08-27","passed","2026-08-27","","test_audit","",""
"Test data is replicated to new units after a scale up.","241010","test_scale_down_and_up","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"Test superuser actions and the request for more permissions.","747","test_user_with_extra_roles","tests.integration.new_relations","2026-08-27","passed","2026-08-27","","test_new_relations_1","",""
"Build and deploy two units of PostgreSQL in AWS and then test PITR backup and restore actions.","0","test_pitr_backup_aws","tests.integration","2026-08-27","skipped","2026-08-27","","test_backups_pitr_aws","",""
"","30","test_labels_consistency_across_pods[0]","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"Test that user can't connect with empty password.","2042","test_db_connection_with_empty_password","tests.integration","2026-08-27","passed","2026-08-27","","test_password_rotation","",""
"Test that async replication works when scaling the clusters.","579969","test_scaling","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_async_replication","",""
"Test data persists through a failure.","93060","test_persist_data_through_failure","tests.integration","2026-08-27","passed","2026-08-27","","test_charm","",""
"Deploy the charm and wait for active/idle.","156213","test_deploy","tests.integration","2026-08-27","passed","2026-08-27","","test_headless_service","",""
"Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    ","2365","test_password_from_secret_same_as_cli","tests.integration","2026-08-27","passed","2026-08-27","","test_password_rotation","",""
"Deploy both charms (application and database) to use in the tests.","93862","test_deploy_charms","tests.integration.relations","2026-08-27","passed","2026-08-27","","test_relations","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","175881","test_plugins","tests.integration","2026-08-27","passed","2026-08-27","","test_plugins","",""
"Check that writes in one cluster are not replicated to another cluster.","133699","test_no_data_replicated_between_clusters","tests.integration.ha_tests","2026-08-27","passed","2026-08-27","","test_replication","",""
"Test that two different application connect to the database with different credentials.","94066","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","2026-08-27","passed","2026-08-27","","test_new_relations_1","",""
